revenue,qg_naics2022,qg_dandbstandardindustrycode,statuscode
215881948.0,891,3523,777040001
215881948.0,796,4095,777040002
215881948.0,891,4418,777040001
215881948.0,891,4418,777040001
215881948.0,891,4418,2
215881948.0,891,4418,2
12730069.0,622,3778,777040002
215881948.0,891,4418,2
42250000.0,760,4077,777040000
190000.0,702,4275,777040002
32587.0,826,3668,777040002
215881948.0,891,1860,2
46747875.0,891,4020,2
17488942.0,854,3651,777040002
4750772.0,659,2349,777040002
215881948.0,891,4418,2
2345550.0,619,2440,777040002
215881948.0,891,4418,2
215881948.0,657,3619,777040002
0.0,891,4418,777040002
99999999999.0,720,3640,777040002
6309065995.0,616,2456,777040002
100000000000.0,720,3641,777040000
44067000000.0,720,3640,777040002
80340795000.0,528,3226,777040001
99999999999.0,720,3640,777040000
72811312000.0,720,3640,777040002
99999999999.0,64,2471,777040002
6815082055.0,891,4418,2
99999999999.0,139,560,777040002
63189335239.0,870,4333,777040002
99999999999.0,720,3640,777040002
0.0,601,3943,2
29999599000.0,720,3641,777040002
92098000000.0,626,3476,777040002
7795369495.0,737,3797,777040002
99999999999.0,626,3476,777040000
99999999999.0,626,3476,777040000
3172266.0,70,219,777040002
46828597278.0,475,2984,777040001
94475340456.0,626,3476,777040002
48087044000.0,720,3641,777040002
1131473000.0,727,3828,777040002
99999999999.0,626,3476,777040002
5598000000.0,727,3828,2
20995988000.0,530,3383,777040002
49749969157.0,483,3046,777040000
33020700000.0,621,2463,777040002
22234740000.0,451,2713,1
40704866000.0,258,1459,777040002
100000000000.0,626,3476,777040002
25000.0,708,3692,777040002
28956000000.0,626,3480,777040002
9008677057.0,132,590,777040002
7431379000.0,416,2190,777040000
4707123000.0,200,1059,777040002
115187934.0,699,4251,777040002
20400872000.0,720,3641,777040002
65769840923.0,878,4373,777040002
13748332997.0,869,4330,777040002
190271973.0,452,2719,777040002
927730516.0,601,3943,2
3000000000.0,616,2456,777040002
89189000000.0,628,3482,777040002
90000000.0,513,3233,777040002
30844107091.0,891,4418,2
11065595200.0,163,1352,777040002
38813412000.0,89,312,777040002
3722555373.0,835,3368,777040002
27422856000.0,178,910,777040002
1117744859.0,589,2414,777040002
2866771957.0,163,1350,777040002
19150597298.0,595,2346,777040002
11316000000.0,626,3480,777040002
25835500000.0,631,3502,777040002
0.0,476,2991,2
332837110.0,7,27,777040002
56100721.0,698,4241,777040002
7485689024.0,569,2307,777040002
4778448000.0,720,3640,777040002
15129360000.0,720,3640,777040002
3796616471.0,150,688,777040002
13290574456.0,435,2535,777040002
3779207962.0,150,688,777040002
0.0,75,241,777040002
10106263108.0,71,225,777040002
9287206481.0,234,1309,777040002
3915188697.0,513,3231,777040002
2572362000.0,146,723,777040002
18076571946.0,258,1465,777040002
9178389152.0,867,4351,777040002
64870623.0,163,1350,777040002
18779400000.0,139,560,777040002
10480000000.0,720,3641,777040002
7736381278.0,819,3989,777040002
7286219000.0,163,1350,777040002
6019578048.0,621,2463,2
64000000000.0,258,1464,1
7639643048.0,418,2219,777040002
5276802237.0,89,312,777040002
3326895593.0,619,2440,777040002
10464584458.0,891,4418,2
10464584458.0,891,4418,2
10464584458.0,891,4418,2
10464584458.0,891,4418,2
10999710181.0,477,2998,777040002
10464584458.0,891,4418,2
5532988538.0,606,997,777040002
8157142400.0,569,2307,777040002
7574865321.0,394,2084,777040002
6940130364.0,388,2106,777040002
6810154.0,394,2084,777040002
273469000.0,891,562,2
447335000.0,432,2510,1
49473600000.0,392,880,777040002
3732738413.0,163,1350,777040002
7638353950.0,381,2067,777040002
31808446766.0,556,2386,777040002
13378169897.0,631,3504,777040002
0.0,698,4241,2
2907996497.0,140,561,777040002
4919002676.0,569,2307,777040002
4852506477.0,271,1497,777040002
3441000000.0,626,3476,2
57367512000.0,720,3640,777040002
35839612000.0,720,3640,777040002
3407828885.0,392,796,777040002
2090227428.0,159,738,777040002
0.0,721,4232,2
32308609351.0,139,560,777040002
5235632748.0,601,3943,777040002
3146165234.0,163,1350,777040002
3399696000.0,720,3640,777040002
4794877759.0,869,4330,777040002
27223000000.0,117,437,777040002
1592222098.0,757,4062,777040002
6059892256.0,391,2097,777040002
12771479000.0,77,291,777040002
4619950632.0,635,3824,777040002
13099830181.0,552,2379,777040002
12177125653.0,556,2386,777040002
712131472.0,589,2414,777040002
22948904902.0,471,2931,777040002
5410618086.0,394,2084,777040002
9539108443.0,471,2928,777040002
4352000000.0,757,4069,777040002
2688025449.0,826,3668,777040002
723529315.0,490,3130,777040001
9583049307.0,471,2920,777040002
8845017500.0,835,3367,777040002
3939836328.0,569,2307,777040002
2243595016.0,594,2338,777040002
9599662787.0,660,3623,777040002
3766089567.0,416,2198,777040002
4475751554.0,619,2443,777040002
2944877736.0,721,4232,777040002
0.0,491,3140,2
816780443.0,726,3827,777040002
1660071840.0,474,2968,777040002
862217342.0,160,774,777040002
1948724463.0,159,765,777040002
727000000.0,638,3537,777040002
0.0,159,765,2
6379740381.0,720,3640,777040000
6465000000.0,635,3824,777040002
3851755254.0,139,560,777040002
50771035440.0,552,2382,777040002
20607000000.0,626,3476,777040002
4045585425.0,438,2580,777040002
6382411200.0,241,1388,777040002
3225747132.0,513,3231,777040002
1200339253.0,161,1330,2
1891487000.0,120,426,777040002
1913371000.0,830,3377,777040002
2195902569.0,562,2332,777040002
2906116379.0,721,4232,777040002
156730474.0,574,2301,777040002
5076408254.0,71,225,777040002
1299219186.0,547,3409,777040002
4154399137.0,881,4380,777040002
1616757858.0,724,3748,777040002
5376464027.0,447,2655,777040002
30000000.0,388,2105,777040002
712343866.0,694,3762,777040002
3972406136.0,283,1618,777040002
1193343790.0,622,3773,777040002
4961020736.0,883,4393,777040002
243573680.0,698,4265,777040002
12207273396.0,704,4280,777040002
26627312900.0,556,2386,777040002
8394590204.0,631,3504,777040002
0.0,616,2456,2
13994766327.0,513,3238,777040002
7574865321.0,394,2084,777040002
2667477470.0,7,31,777040002
510598040.0,737,3797,777040002
17085335000.0,247,1424,777040002
1150428322.0,547,3410,777040002
1150428322.0,547,3410,777040002
315186906.0,569,2307,777040002
62301843992.0,64,2471,777040002
99999999999.0,64,2471,777040002
2765806279.0,112,468,777040002
423786176.0,726,3827,777040002
0.0,720,3640,2
0.0,721,4232,2
1285273677.0,537,3297,777040002
2382400000.0,631,3499,777040002
3213143069.0,139,563,777040002
1270552015.0,315,1787,777040002
46556506660.0,64,2471,777040002
3404285068.0,240,1394,777040002
20941384000.0,59,193,777040002
55366000000.0,643,3560,777040002
458350472.0,741,3725,777040002
29578000000.0,246,1378,1
8838919604.0,628,3483,777040002
8838919604.0,628,3483,777040002
8838919604.0,628,3483,777040002
8838919604.0,628,3483,777040002
3731009643.0,637,3493,777040002
8838919604.0,628,3483,777040002
2591066346.0,756,2492,777040002
8125165687.0,891,4418,2
1926677.0,637,3493,777040002
4918504501.0,432,2510,777040002
3590591265.0,820,3992,777040002
8125165687.0,891,4418,2
14040417728.0,626,3476,777040002
8827122035.0,628,3483,777040002
8127007253.0,891,4418,2
8838919604.0,628,3483,777040002
8125165687.0,891,4418,2
8838919604.0,628,3483,777040002
8838919604.0,628,3483,777040002
8838919604.0,628,3483,777040002
8838919604.0,628,3483,777040002
13383166174.0,720,3640,777040002
12818604.0,720,3640,777040002
963013192.0,739,3799,777040002
0.0,593,2384,2
1282918915.0,394,2084,777040002
2100099667.0,421,2258,777040002
2039156146.0,392,793,777040002
2792923449.0,698,4265,777040002
6507489000.0,720,3640,777040002
11731536000.0,720,3641,777040000
274485188.0,741,3720,777040002
3578166884.0,869,4329,777040002
0.0,890,4416,777040002
2894043030.0,75,241,777040002
11889593700.0,142,551,777040002
17276680000.0,115,440,777040000
3195300860.0,686,4186,777040002
5742715713.0,182,939,777040002
67053122.0,219,1130,777040002
203951968.0,159,766,777040002
2250164494.0,622,3777,777040002
49960054000.0,64,2471,777040002
0.0,890,4416,777040002
2899892900.0,891,4418,2
2899892900.0,891,4418,2
9633113843.0,75,241,777040002
3787432660.0,394,2084,777040002
4443468223.0,471,2921,2
33594646.0,163,1350,777040002
5857416703.0,443,2608,777040002
69890241.0,757,4066,777040002
3982810911.0,703,4298,777040002
90224575.0,871,4339,777040002
3252288653.0,801,4116,777040002
63033026.0,860,4144,777040002
3544000000.0,626,3476,777040002
2458503269.0,416,2199,777040002
0.0,243,1366,2
927931214.0,547,3409,777040002
927931214.0,547,3409,777040002
927931214.0,547,3409,777040002
927931214.0,547,3409,777040002
927931214.0,547,3409,777040002
927931214.0,547,3409,777040002
927931214.0,547,3409,777040002
938992873.0,641,3550,777040002
271648846.0,280,1567,777040002
139083748.0,392,796,777040002
905019322.0,7,27,777040002
32224475.0,891,4418,2
0.0,334,1750,2
4778400000.0,501,3270,777040002
17015805454.0,200,1066,777040002
8038455402.0,289,1558,777040002
1012616319.0,22,15,777040002
1155802778.0,746,3811,777040002
1002903157.0,743,3927,777040002
3814216347.0,394,2084,777040002
235883560.0,737,3797,777040002
0.0,890,4416,777040002
0.0,661,3627,2
0.0,382,2074,2
1022048591.0,7,31,777040002
1046766074.0,718,3834,777040002
2562651643.0,75,241,777040002
350471638.0,786,4051,777040000
5394107.0,797,4108,777040002
170843443.0,75,241,777040002
2082553929.0,394,2113,777040002
3491603148.0,260,1552,777040002
2691581370.0,195,1215,777040002
4499897191.0,721,4232,777040002
4183493030.0,117,431,777040002
0.0,432,2513,2
9613953201.0,720,3642,777040002
2972118271.0,83,354,777040002
94977394.0,394,2113,777040002
29424686897.0,64,2471,777040002
23927124000.0,204,1074,777040002
16098300000.0,616,2461,777040002
2406640793.0,139,560,777040002
17454295349.0,475,2985,777040002
1484528618.0,852,3687,777040002
3246370852.0,394,2084,777040002
46018819000.0,443,2608,777040002
35027800000.0,720,3640,777040002
6205132000.0,319,1844,777040002
1617208126.0,423,2266,777040002
3767424024.0,527,3351,777040002
28749000000.0,626,3476,777040002
5015335198.0,178,913,777040002
15371580000.0,471,2931,777040002
6896744870.0,552,2382,777040000
941616000.0,720,3640,777040002
651942969.0,741,3719,777040002
3254528.0,122,392,777040000
2533437513.0,383,2078,777040002
855651839.0,471,2930,777040002
32463709.0,394,2084,777040002
6010988000.0,183,958,777040002
63194000000.0,718,4299,777040002
238599646.0,797,4111,777040002
6524000000.0,265,1519,1
1902946498.0,704,4280,777040002
2921733767.0,394,2084,777040002
3417664597.0,307,1703,777040002
2224933924.0,388,2050,777040002
4251248098.0,29,78,777040002
2768729695.0,418,2220,777040002
387539104.0,741,3726,777040002
2746567355.0,371,1896,777040002
2946642267.0,135,464,777040002
2009597812.0,219,1135,777040002
1025357.0,830,3377,777040002
218858824.0,725,3749,777040002
2260618435.0,75,235,777040002
3302152642.0,377,1949,777040002
8993237120.0,720,3640,777040000
703520481.0,757,4062,777040002
1941984567.0,476,2989,777040002
20222081000.0,293,1697,777040002
1770103902.0,704,4280,777040002
2845026113.0,473,2980,777040002
1501070566.0,504,3288,777040002
0.0,720,3642,2
1551531850.0,392,793,777040002
3496679278.0,319,1847,777040002
3986426400.0,160,772,2
1840204898.0,109,527,777040002
99999999999.0,625,3474,777040002
13740883076.0,581,2397,777040002
1378942715.0,569,2307,777040000
2080231937.0,7,31,777040002
971696755.0,160,772,777040002
0.0,834,3371,2
8011627668.0,720,3640,777040002
4192345000.0,400,2131,777040002
3098390349.0,706,4222,777040002
9455120000.0,643,3554,777040002
866934655.0,159,738,777040002
2260188181.0,383,2079,777040002
7998809064.0,720,3640,777040002
1336583215.0,163,1349,777040002
2863194599.0,109,527,777040002
92966402324.0,581,2394,777040002
33032011.0,695,3788,777040002
532000000.0,720,3640,777040000
206792882.0,741,3718,777040002
2597096681.0,394,2084,777040002
876191021.0,606,998,777040002
203771486.0,700,4252,777040002
2132126331.0,394,2084,777040002
627238496.0,594,2336,777040002
5953080911.0,289,1558,777040002
556981500.0,633,3510,777040002
10542277706.0,380,2057,777040002
2026829933.0,27,72,777040002
2395791355.0,820,3988,777040002
378619000.0,380,2057,777040002
97943415000.0,528,3225,777040002
2501795041.0,380,1921,777040002
1636492988.0,661,3625,777040002
1226471193.0,163,1350,777040002
823904373.0,394,2084,777040002
8216457622.0,105,544,777040002
1226800442.0,547,3409,777040002
0.0,725,3749,2
2272459596.0,394,2084,777040002
19559000000.0,626,3480,777040002
1717211151.0,7,31,777040002
4729000.0,826,3668,777040002
56562323.0,354,2035,777040002
923979932.0,14,52,777040002
0.0,890,4416,777040002
6755420965.0,552,2380,777040002
2136057491.0,234,1295,777040002
2323866890.0,71,225,777040002
10632756919.0,328,1715,777040002
2689797773.0,510,3220,777040002
17813249990.0,145,612,777040002
187189924.0,698,4241,777040002
1336225686.0,802,4122,777040002
1390271177.0,146,723,777040002
3441986325.0,437,2561,777040002
1129375572.0,371,1902,777040002
4422747445.0,475,2984,777040002
14830824.0,182,939,777040002
900043379.0,513,3233,777040002
7584899453.0,490,3134,777040002
1606571534.0,139,563,777040002
51515922.0,743,3927,777040002
1711924976.0,81,288,777040002
2131189749.0,445,2637,777040002
1489950631.0,544,3397,777040002
900373882.0,834,3374,777040002
1650391968.0,711,3707,777040002
1542913801.0,698,4242,777040002
900043379.0,513,3232,777040002
2263724966.0,549,3458,777040002
6409302134.0,720,3641,777040002
1353288869.0,621,2463,777040002
1390271177.0,146,723,777040002
0.0,657,3619,2
1957981911.0,891,4418,2
96765637.0,528,3226,777040002
6409302134.0,720,3640,777040002
2122648805.0,474,2953,777040002
0.0,159,756,2
3739740076.0,81,287,777040002
27831558.0,797,4108,777040002
1789283218.0,341,1817,777040002
1705267920.0,388,2051,777040002
3725867061.0,491,3140,777040002
1572866329.0,424,2273,777040002
1760898000.0,606,998,777040002
221620962.0,75,235,777040002
3119475528.0,212,1098,777040002
1616198730.0,7,24,777040002
2205384094.0,216,1115,777040002
0.0,436,2545,2
0.0,527,3359,2
1173171033.0,843,3928,777040002
0.0,139,560,2
872147058.0,407,849,777040002
1535839125.0,698,4241,777040002
34887317656.0,483,3043,2
107239072.0,443,2613,777040002
2908442531.0,432,2510,777040002
2797343422.0,394,1846,777040002
6078504417.0,234,1314,777040002
6794053543.0,142,550,777040002
0.0,890,4416,777040002
2768077888.0,117,437,777040002
1066485531.0,851,3875,777040002
1635133132.0,891,4418,2
2049587743.0,9,44,777040002
671007423.0,159,742,777040002
17792838383.0,626,3476,777040002
9480663380.0,589,2414,777040002
0.0,139,560,2
3114614950.0,394,2084,777040002
0.0,890,4416,777040002
8034666667.0,626,3480,777040002
2455502510.0,474,2953,777040002
2067832515.0,455,2747,777040002
5190138462.0,884,4397,777040002
15519363200.0,616,2456,777040002
1388622421.0,698,4271,777040002
1921994901.0,866,4316,777040002
309826052.0,838,3877,777040002
97180162.0,180,942,777040002
6413000000.0,720,3641,777040002
1703255809.0,619,2441,2
6948000000.0,628,3481,777040002
5123611377.0,50,137,777040002
577820516.0,891,4418,2
1957926553.0,371,1908,777040002
0.0,801,4118,2
54777995.0,211,1093,777040002
1539589588.0,589,2418,777040002
261073693.0,234,1324,777040002
48952717.0,757,4066,777040002
4312310022.0,820,3969,2
1857441296.0,234,1284,777040002
4047629671.0,185,979,777040002
44474000000.0,633,3489,777040002
1617979192.0,616,2456,777040002
1188861412.0,445,2628,777040002
878517242.0,695,3788,777040002
997807932.0,212,1106,777040002
311585072.0,725,3749,777040002
1436752066.0,484,3070,1
11352406894.0,593,2385,777040002
543868487.0,354,2035,777040002
2759643459.0,497,3180,777040002
1476021565.0,75,251,777040002
1111369349.0,891,4418,2
196797043.0,482,3025,777040002
14678016000.0,720,3641,777040002
2615178500.0,288,1608,777040002
389078855.0,724,3748,777040002
6474325384.0,891,4418,2
2690753125.0,367,1944,777040002
380376361.0,737,3793,777040002
1853417362.0,122,389,777040000
3823185409.0,394,2084,777040002
656283424.0,354,2041,777040002
2270346859.0,477,2998,777040002
3058236587.0,348,1973,777040002
2360444120.0,891,4418,2
2359909105.0,891,4418,2
2740111999.0,891,4418,2
2739491132.0,891,4418,2
2360444120.0,891,4418,2
5920917508.0,891,4418,2
3561967734.0,698,4268,777040002
27700000000.0,626,3476,777040002
1554938932.0,820,3992,777040002
3822667270.0,628,3483,777040002
1613591829.0,637,3493,777040002
1613591829.0,637,3493,777040002
3822667270.0,628,3483,777040002
54681909775.0,235,1219,777040002
3348638546.0,891,4418,2
3133700000.0,348,1973,777040002
3211382871.0,235,1221,777040002
0.0,890,4416,2
2045388.0,471,2921,777040000
1382482989.0,75,241,777040002
2236371008.0,471,2930,777040002
1100080725.0,130,611,777040002
1355576203.0,711,3706,777040002
750425120.0,483,3032,777040002
1285257227.0,139,560,777040002
2314442000.0,530,3383,2
1410191899.0,769,4009,777040002
716733150.0,513,3231,777040002
1767292914.0,475,2985,777040002
1065888062.0,649,3603,777040002
0.0,698,4265,2
1657079409.0,416,2200,777040002
2075354690.0,347,2003,777040002
856224041.0,826,3668,777040002
1412411070.0,283,1618,777040002
74800000000.0,530,3383,777040002
0.0,354,2035,2
0.0,521,3259,2
1308231600.0,606,998,777040002
716996340.0,834,3363,777040002
290989342.0,642,3548,777040002
1468713246.0,686,4190,777040002
533774974.0,598,2354,777040002
1206130836.0,70,219,777040002
3073454380.0,631,3499,777040002
2286505.0,473,2980,777040002
277415463.0,548,3388,777040002
800618213.0,132,587,777040001
2707901057.0,75,235,777040002
7117897600.0,325,1710,777040002
0.0,890,4416,777040002
29371000000.0,552,2382,777040002
2430305304.0,589,2414,777040002
13776420000.0,720,3640,777040002
170154946.0,737,3793,777040002
3207566462.0,475,2984,777040002
1203320397.0,139,563,777040002
883931338.0,743,3927,777040002
968705460.0,721,4232,777040002
776808179.0,163,1350,777040002
0.0,212,1098,2
1740165342.0,513,3231,777040002
1398896945.0,825,3978,777040002
